system	sample_id	sample_slug	TF	TF_role	motif_test_status	motif_token	q_value	log2_odds_ratio	motif_enriched_q1e-5
patient	TCGA-49-AARO	TCGA-49-AARO	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.04474841516452607	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.41507735945217866	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.1384	1.0427683243964436	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.0001	0.21712294174384167	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.0112	0.14896089736877788	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	1.1100678499199683	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0034	0.1662814541339065	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	1.0	-0.052832799690751095	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.5922	0.03964552823399738	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.1294	0.10340069754392803	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.4806	0.14112157128037128	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.4254	0.09316850000405326	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0015	0.17547409952009882	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.4506	0.04655182930978176	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.4189	0.06237002443362352	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.4533	0.8780540076104515	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.18602231182843773	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.963	-0.019706925280391266	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.3364	0.13387695777193034	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.7233	0.008201961368456627	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.217	3.7270533595700623	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.2335528052418312	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	1.0	-0.04936283962825949	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF75D	LUAD_HC_TF	TESTED	CIS-BP2.00|000750|M07683_2.00	0.6969	0.017746711961351885	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000926|M08076_2.00	0.0164	0.1318286185988034	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0016	0.33301731759929054	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CREB3L2	LUAD_HC_TF	TESTED	CIS-BP2.00|000117|M01812_2.00	0.0214	0.12244904354453878	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.11994556760069074	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.38144694671716145	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ETV1	LUAD_HC_TF	TESTED	CIS-BP2.00|000457|M04708_2.00	0.0826	1.3787262065161663	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.0058	0.1505245814062191	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.0224	0.12345876566650063	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	0.8572749418773574	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0001	0.21481702429616512	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	1.0	-0.07876364221802644	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.9176	-0.002930963023606609	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0098	0.15290100809071078	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	1.0	-0.045519800673059836	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.9176	-1.3207999752851002e-05	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0014	0.17593163082354266	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.6145	0.03241895408646004	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	1.0	-0.04644412764990806	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.1567	0.6561159046353235	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.17730907323677486	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.11332494437347093	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.8866	0.009628100822192266	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	1.0	-0.1027917624848634	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF341	LUAD_HC_TF	TESTED	CIS-BP2.00|001017|M08310_2.00	1.0	-0.0781357174702276	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0008	0.19027664912101386	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.7829	0.02160182395339142	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.9329	-0.008691085165194063	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000926|M08076_2.00	0.1824	0.07846456943579509	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.43633077928328373	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CREB3L2	LUAD_HC_TF	TESTED	CIS-BP2.00|000117|M01812_2.00	0.019	0.12736093608078572	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.12107740544826186	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.3287983462162799	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000652|MA1966.2	0.8758	-0.02887259605514133	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.0145	0.13361323997517496	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.2427	0.06299690791200895	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	1.1027956595829993	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0006	0.19166591224079274	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000947|M08124_2.00	1.0	-0.08697304886344752	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	1.0	-0.025106011480188106	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.2162	0.0745649077180336	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	1.0	-0.14295687309723415	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.2464	0.11501093605242453	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	XBP1	LUAD_HC_TF	TESTED	CIS-BP2.00|000375|M04231_2.00	0.0034	0.2846202697794062	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.2427	0.06362105637061262	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.1235	0.09648381206756537	FALSE
