system	sample_id	sample_slug	TF	TF_role	motif_test_status	motif_token	q_value	log2_odds_ratio	motif_enriched_q1e-5
patient	TCGA-44-3918	TCGA-44-3918	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0	0.16987411431763402	TRUE
patient	TCGA-44-3918	TCGA-44-3918	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.6638	-0.0004491190110182343	FALSE
patient	TCGA-44-3918	TCGA-44-3918	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.001	0.027269159846002745	FALSE
patient	TCGA-44-3918	TCGA-44-3918	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.0339	0.09789970663362506	FALSE
patient	TCGA-44-3918	TCGA-44-3918	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.21467728481244633	FALSE
patient	TCGA-44-3918	TCGA-44-3918	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.008831276414130123	FALSE
patient	TCGA-44-3918	TCGA-44-3918	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.0	0.19553246115815423	TRUE
patient	TCGA-44-3918	TCGA-44-3918	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.795	-0.0014047331636414051	FALSE
patient	TCGA-44-3918	TCGA-44-3918	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.0	0.9573752403543427	TRUE
patient	TCGA-44-3918	TCGA-44-3918	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.2514273019744589	TRUE
patient	TCGA-44-3918	TCGA-44-3918	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.0	0.048409527173038584	TRUE
patient	TCGA-44-3918	TCGA-44-3918	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.0	0.040577877265135454	TRUE
patient	TCGA-44-6146	TCGA-44-6146	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0	0.11914232603818697	TRUE
patient	TCGA-44-6146	TCGA-44-6146	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.49841318976185645	TRUE
patient	TCGA-44-6146	TCGA-44-6146	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0	0.06290168426162825	TRUE
patient	TCGA-44-6146	TCGA-44-6146	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.0	0.037545680714991765	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.0	0.7650530525424777	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0	0.5289657361298166	TRUE
patient	TCGA-44-6146	TCGA-44-6146	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.0	0.15833992186471021	TRUE
patient	TCGA-44-6146	TCGA-44-6146	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.0	0.14910127894466113	TRUE
patient	TCGA-44-6146	TCGA-44-6146	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.0	0.21549484184129447	TRUE
patient	TCGA-44-6146	TCGA-44-6146	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0	0.09984745713974386	TRUE
patient	TCGA-44-6146	TCGA-44-6146	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.0	0.059830722482763964	TRUE
patient	TCGA-44-6146	TCGA-44-6146	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.0	0.12331686447297638	TRUE
patient	TCGA-44-6146	TCGA-44-6146	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0	0.2710608625434577	TRUE
patient	TCGA-44-6146	TCGA-44-6146	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.0	0.15455503480044325	TRUE
patient	TCGA-44-6146	TCGA-44-6146	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.0	0.15192211349703433	TRUE
patient	TCGA-44-6146	TCGA-44-6146	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0	0.166067795202506	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	1.0	-0.04389187178216871	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.0007	0.029492574509156017	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.4783	0.014782456158153035	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.2077727481951789	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.012677955706870043	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.0	0.17082399866008172	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.0616	0.015360479965182928	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.0	0.4046135183210626	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.17691086124633043	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.0	0.05097575285885894	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.0	0.06085358664050982	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0	0.13780420812468297	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.631514293380769	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0	0.0826442044073325	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.016307488884536217	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.0	1.0629247585188855	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0	0.6708739258902806	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.0	0.1526163297176	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.0	0.1535668299249044	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.0	0.20175683426610402	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0	0.10063159748693992	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.0	0.0893336808043446	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.0001	0.1331906778496518	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0	0.2518876621109941	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.0	0.20250839681271177	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.0	0.2687529440531449	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0	0.17484097059344447	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	1.0	-0.060179914484018084	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.0	0.06374016013125343	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.7479	0.039153862979245654	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.17821568583188438	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.1018	0.014335363464695867	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.0	0.1984262915547558	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.6145	0.0027656362820222633	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.0	0.9105349967734544	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.21907841233979167	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.0	0.04906075825493947	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.006	0.02782264209506209	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0	0.1368365281806106	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.5549371104473245	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0	0.09053264412907715	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.8995	-0.0047212331215342965	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.0	0.9468062737013314	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0	0.6836355596094488	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.0	0.13632194012208754	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.0	0.13687244237597018	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.0	0.1850558370395941	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0	0.13316841258999065	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.0006	0.05083664559791164	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.0023	0.08887657892410969	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0	0.24048844269995048	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.0	0.1865162522901227	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.0	0.18036643155182	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0	0.169455482785086	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	1.0	-0.017405495305207287	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.0054	0.021755469694035582	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.1811	0.02259235338573116	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.22761149607700343	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.01777446373777992	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.0	0.1865868393461347	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.7654	-0.002040201243069828	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.0	0.6468888088819951	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.24246864034378854	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.0	0.04905978937074542	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.0	0.03886718067949018	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0	0.12798310814760624	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.5541553327537596	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0	0.1068237095926367	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.75	-0.00377679363817454	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.0	0.9434279441599716	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0	0.7002117408194837	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.0	0.14165301220227441	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.0	0.1414689466410186	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.0	0.18960103245258714	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0	0.15551348224060393	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.0	0.06867896172867376	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.0	0.04913047245965457	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0	0.24818834793605957	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.0	0.20826404309543958	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.0	0.175945035583188	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0	0.18748192321812923	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.5764	0.0009160147795357812	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.004	0.021507450716887	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	1.0	-0.09108362345001501	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.2134714509075695	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.02899203403906796	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.0	0.16434556004107498	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.3838	0.003169043765388795	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.0	0.7700555332379675	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.2427255804703084	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.0	0.07033020288038272	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.0	0.03783934507335014	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0	0.14473707749504436	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.5865893374499948	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0	0.04541461713692317	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.0239	0.020392587748159448	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.0	0.9810424083526149	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0	0.6771095666595333	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.0	0.16898415156186625	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.0	0.16427019235573395	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.0	0.2257403882836012	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0	0.09437617834883082	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.0	0.09479295355882512	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.0	0.13195181016438431	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0	0.27067808952629385	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.0	0.1979093624774111	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.0	0.12065638447267628	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0	0.14608381858360545	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	1.0	-0.014177845157038897	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.0015	0.028036347066598816	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.9952	-0.040260220447578626	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.17957262806491261	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.8847	-0.005662884874467616	FALSE
