TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
NFATC4	JASPAR2024|000506|MA1525.3	0.01	0.0489	2557.0	3583.0	19082.0	27479.0	0.132782216767101	FALSE	patient	TCGA-44-6146	TCGA-44-6146
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.01	0.0527	1647.0	3583.0	12073.8	27479.0	0.11835164837628849	FALSE	patient	TCGA-44-6146	TCGA-44-6146
XBP1	JASPAR2024|000675|MA0844.2	0.01	0.0598	1696.0	3583.0	12460.1	27479.0	0.11553842799128068	FALSE	patient	TCGA-44-6146	TCGA-44-6146
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.0773	3313.0	3583.0	25112.4	27479.0	0.20741934202064036	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF341	CIS-BP2.00|001017|M08310_2.00	0.1	0.1102	3583.0	3583.0	27427.1	27479.0	3.775307778856179	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.1136	2194.0	3583.0	16372.1	27479.0	0.09956414575226563	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ETV1	CIS-BP2.00|000457|M04708_2.00	0.1	0.1215	3581.0	3583.0	27404.7	27479.0	1.9672244539281183	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.1513	1365.0	3583.0	10068.5	27479.0	0.08992341784529363	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.1	0.166	3299.0	3583.0	25063.5	27479.0	0.1608225450613775	FALSE	patient	TCGA-44-6146	TCGA-44-6146
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1837	1843.0	3583.0	13749.2	27479.0	0.08090860903367585	FALSE	patient	TCGA-44-6146	TCGA-44-6146
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.1926	1852.0	3583.0	13826.2	27479.0	0.07924397592818418	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.1	0.1938	2623.0	3583.0	19775.9	27479.0	0.08946014225728895	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.1961	3575.0	3583.0	27352.0	27479.0	0.9714348036383347	FALSE	patient	TCGA-44-6146	TCGA-44-6146
CEBPA	CIS-BP2.00|000926|M08076_2.00	0.1	0.1994	1374.0	3583.0	10181.5	27479.0	0.07977124770819116	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.3123	3570.0	3583.0	27319.5	27479.0	0.6312811324434712	FALSE	patient	TCGA-44-6146	TCGA-44-6146
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.3813	2616.0	3583.0	19840.6	27479.0	0.058249491489513396	FALSE	patient	TCGA-44-6146	TCGA-44-6146
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.3906	422.0	3583.0	3089.7	27479.0	0.07691983632324136	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.3978	1257.0	3583.0	9423.4	27479.0	0.05048739120388672	FALSE	patient	TCGA-44-6146	TCGA-44-6146
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.4052	258.0	3583.0	1866.9	27479.0	0.09241573341689138	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.4987	3583.0	3583.0	27450.0	27479.0	2.9452518814005404	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.581	2807.0	3583.0	21417.1	27479.0	0.033392318444074566	FALSE	patient	TCGA-44-6146	TCGA-44-6146
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	0.6104	3093.0	3583.0	23635.3	27479.0	0.0366965974772987	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.6637	3177.0	3583.0	24303.8	27479.0	0.030499821292524997	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.7382	773.0	3583.0	5903.6	27479.0	0.008278059775922633	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF75D	CIS-BP2.00|000750|M07683_2.00	1.0	0.7607	2229.0	3583.0	17070.7	27479.0	0.0051990857718286695	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.8324	2489.0	3583.0	19103.8	27479.0	-0.004031662041832076	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.937	2867.0	3583.0	22055.4	27479.0	-0.022954073048493603	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.9871	3460.0	3583.0	26572.9	27479.0	-0.06497529958816374	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.9935	1286.0	3583.0	10013.7	27479.0	-0.03412785309051788	FALSE	patient	TCGA-44-6146	TCGA-44-6146
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.9985	3433.0	3583.0	26379.6	27479.0	-0.07216119315296067	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.9996	3136.0	3583.0	24151.3	27479.0	-0.05012070355026191	FALSE	patient	TCGA-44-6146	TCGA-44-6146
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	1.0	3404.0	3583.0	26169.6	27479.0	-0.07500366984956724	FALSE	patient	TCGA-44-6146	TCGA-44-6146
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3266.0	3583.0	25148.3	27479.0	-0.06842773167531399	FALSE	patient	TCGA-44-6146	TCGA-44-6146
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3583.0	27470.3	27479.0	1.2635787335322666	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2910.0	3583.0	22520.6	27479.0	-0.07166809031816934	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	2009.0	3583.0	15720.0	27479.0	-0.06687756439489237	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2901.0	3583.0	22489.6	27479.0	-0.08430928952311599	FALSE	patient	TCGA-44-6146	TCGA-44-6146
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2627.0	3583.0	20442.6	27479.0	-0.08074817680498235	FALSE	patient	TCGA-44-6146	TCGA-44-6146
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2906.0	3583.0	22547.3	27479.0	-0.09169341177221528	FALSE	patient	TCGA-44-6146	TCGA-44-6146
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	538.0	3583.0	4482.0	27479.0	-0.14055930477761752	FALSE	patient	TCGA-44-6146	TCGA-44-6146
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3583.0	3583.0	27470.3	27479.0	1.2631761958508356	FALSE	patient	TCGA-44-6146	TCGA-44-6146
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-13	0.0	199.0	3583.0	856.2	27471.0	0.8728398639738162	TRUE	patient	TCGA-44-A47F	TCGA-44-A47F
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-09	0.0	1539.0	3583.0	10371.4	27471.0	0.3120383646976676	TRUE	patient	TCGA-44-A47F	TCGA-44-A47F
CEBPB	JASPAR2024|000235|MA0466.4	1e-06	0.0	302.0	3583.0	1730.8	27471.0	0.45477525959922915	TRUE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF444	CIS-BP2.00|000420|M04529_2.00	1e-05	0.0	1390.0	3583.0	9610.8	27471.0	0.23635417770440062	TRUE	patient	TCGA-44-A47F	TCGA-44-A47F
XBP1	JASPAR2024|000675|MA0844.2	0.001	0.0023	1745.0	3583.0	12538.2	27471.0	0.17725641290599395	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ELF3	JASPAR2024|000276|MA0640.3	0.01	0.0298	3579.0	3583.0	27361.7	27471.0	1.6744549957445303	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.01	0.0501	1650.0	3583.0	12088.3	27471.0	0.11937297489384674	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.092	3314.0	3583.0	25131.8	27471.0	0.19528683042933337	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
CEBPA	CIS-BP2.00|000926|M08076_2.00	0.1	0.1356	1384.0	3583.0	10187.4	27471.0	0.0947782315438651	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.1	0.1944	2620.0	3583.0	19742.8	27471.0	0.0904200599499127	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
NFATC4	JASPAR2024|000506|MA1525.3	0.1	0.1985	2532.0	3583.0	19062.3	27471.0	0.08739383977767867	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.2156	1852.0	3583.0	13833.9	27471.0	0.07678085498346103	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.2989	1834.0	3583.0	13756.8	27471.0	0.0639699492397108	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.3439	1338.0	3583.0	9991.6	27471.0	0.060417527784516076	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXA1	CIS-BP2.00|000890|M07960_2.00	1.0	0.3727	1861.0	3583.0	14007.0	27471.0	0.05492279749652556	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.4054	3453.0	3583.0	26374.2	27471.0	0.13881274302985566	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.4418	3581.0	3583.0	27429.7	27471.0	1.1263736482176219	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.4611	3562.0	3583.0	27265.3	27471.0	0.3255052011715358	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.4651	1328.0	3583.0	9982.8	27471.0	0.04518530886471143	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXA2	CIS-BP2.00|000889|M07959_2.00	1.0	0.4771	2144.0	3583.0	16238.4	27471.0	0.04337574076577082	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.5148	2508.0	3583.0	19063.7	27471.0	0.04075167830391199	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.515	3569.0	3583.0	27329.0	27471.0	0.3601719553735606	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.6225	3269.0	3583.0	24991.3	27471.0	0.04501165518372498	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF75D	CIS-BP2.00|000750|M07683_2.00	1.0	0.6225	2236.0	3583.0	17030.5	27471.0	0.02505423238827301	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.6255	3418.0	3583.0	26150.1	27471.0	0.06175541003776712	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.6641	2936.0	3583.0	22433.7	27471.0	0.0263115547849886	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.7449	2878.0	3583.0	22024.0	27471.0	0.013156153305423437	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.8549	3465.0	3583.0	26564.9	27471.0	-0.0028339102336911457	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.8588	3576.0	3583.0	27410.0	27471.0	0.09751561149811114	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	0.8604	2921.0	3583.0	22408.7	27471.0	-0.005366817987209243	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.8605	240.0	3583.0	1852.9	27471.0	-0.008304862391935376	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.8993	3150.0	3583.0	24179.9	27471.0	-0.015500266086913671	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.9017	2780.0	3583.0	21356.9	27471.0	-0.013431589375560004	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.9053	2575.0	3583.0	19792.6	27471.0	-0.013384563958759092	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	0.909	3080.0	3583.0	23653.9	27471.0	-0.018269861412933876	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.9188	2028.0	3583.0	15621.2	27471.0	-0.015592970143343722	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	0.9548	3276.0	3583.0	25168.3	27471.0	-0.03642761792230342	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.9663	398.0	3583.0	3128.7	27471.0	-0.039238861526903424	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.9993	1206.0	3583.0	9401.9	27471.0	-0.036153817936382567	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3146.0	3583.0	24262.0	27471.0	-0.07191472598336965	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3583.0	27473.8	27471.0	-2.9382389268352407	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3583.0	27473.8	27471.0	-2.9382389268352407	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	733.0	3583.0	5909.9	27471.0	-0.09120956832035222	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF341	JASPAR2024|000712|MA1655.2	1.0	1.0	3579.0	3583.0	27454.8	27471.0	-1.0474034945297974	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2620.0	3583.0	20473.3	27471.0	-0.10523755775072367	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2894.0	3583.0	22569.0	27471.0	-0.13309322247350489	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	482.0	3583.0	4524.2	27471.0	-0.34193490843807484	FALSE	patient	TCGA-44-A47F	TCGA-44-A47F
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-23	0.0	231.0	3583.0	854.1	27526.0	1.107801284597225	TRUE	patient	TCGA-49-AARO	TCGA-49-AARO
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-16	0.0	1600.0	3583.0	10393.8	27526.0	0.41143420417465104	TRUE	patient	TCGA-49-AARO	TCGA-49-AARO
ZNF444	CIS-BP2.00|000420|M04529_2.00	1e-05	0.0001	1412.0	3583.0	9819.4	27526.0	0.2301066290047021	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
FOXA1	CIS-BP2.00|000890|M07960_2.00	1e-05	0.0001	1971.0	3583.0	14132.4	27526.0	0.21253466442133537	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
CREB3L2	JASPAR2024|000025|MA0608.1	0.0001	0.0002	1914.0	3583.0	13716.4	27526.0	0.20732086177753092	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.0001	0.0002	1923.0	3583.0	13793.6	27526.0	0.2057010901209444	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
XBP1	JASPAR2024|000675|MA0844.2	0.001	0.0027	1723.0	3583.0	12423.1	27526.0	0.1714409810253378	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
FOXD2	JASPAR2024|000361|MA0847.4	0.001	0.0062	1403.0	3583.0	10048.7	27526.0	0.1628130165145337	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.01	0.0177	2218.0	3583.0	16385.9	27526.0	0.1434832358884995	FALSE	patient	TCGA-49-AARO	TCGA-49-AARO
