system	sample_id	sample_slug	TF	TF_role	motif_test_status	motif_token	q_value	log2_odds_ratio	motif_enriched_q1e-5
patient	TCGA-44-6146	TCGA-44-6146	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000926|M08076_2.00	0.1994	0.07977124770819116	FALSE
patient	TCGA-44-6146	TCGA-44-6146	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.4502082513061054	TRUE
patient	TCGA-44-6146	TCGA-44-6146	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.1837	0.08090860903367585	FALSE
patient	TCGA-44-6146	TCGA-44-6146	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.6104	0.0366965974772987	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.34131086320278853	TRUE
patient	TCGA-44-6146	TCGA-44-6146	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0454	0.9890643412138229	FALSE
patient	TCGA-44-6146	TCGA-44-6146	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.0011	0.1882948855931834	FALSE
patient	TCGA-44-6146	TCGA-44-6146	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.1136	0.09956414575226563	FALSE
patient	TCGA-44-6146	TCGA-44-6146	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	0.7528179317298437	TRUE
patient	TCGA-44-6146	TCGA-44-6146	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.1513	0.08992341784529363	FALSE
patient	TCGA-44-6146	TCGA-44-6146	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000947|M08124_2.00	1.0	-0.08074817680498235	FALSE
patient	TCGA-44-6146	TCGA-44-6146	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.3906	0.07691983632324136	FALSE
patient	TCGA-44-6146	TCGA-44-6146	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0489	0.132782216767101	FALSE
patient	TCGA-44-6146	TCGA-44-6146	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	1.0	-0.07500366984956724	FALSE
patient	TCGA-44-6146	TCGA-44-6146	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.4052	0.09241573341689138	FALSE
patient	TCGA-44-6146	TCGA-44-6146	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0598	0.11553842799128068	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZBTB18	LUAD_HC_TF	TESTED	CIS-BP2.00|000988|M08257_2.00	0.9996	-0.05012070355026191	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.1938	0.08946014225728895	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.3123	0.6312811324434712	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.14055930477761752	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.07166809031816934	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.166	0.1608225450613775	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.3978	0.05048739120388672	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF341	LUAD_HC_TF	TESTED	CIS-BP2.00|001017|M08310_2.00	0.1102	3.775307778856179	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0008	0.19793631951185875	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.7382	0.008278059775922633	FALSE
patient	TCGA-44-6146	TCGA-44-6146	ZNF75D	LUAD_HC_TF	TESTED	CIS-BP2.00|000750|M07683_2.00	0.7607	0.0051990857718286695	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000926|M08076_2.00	0.1356	0.0947782315438651	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.45477525959922915	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	CREB3L2	LUAD_HC_TF	TESTED	CIS-BP2.00|000117|M01812_2.00	0.2156	0.07678085498346103	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.909	-0.018269861412933876	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.3120383646976676	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.4611	0.3255052011715358	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.3727	0.05492279749652556	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.4771	0.04337574076577082	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	0.8728398639738162	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.3439	0.060417527784516076	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000947|M08124_2.00	1.0	-0.10523755775072367	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.4054	0.13881274302985566	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.1985	0.08739383977767867	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.6255	0.06175541003776712	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.8605	-0.008304862391935376	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0023	0.17725641290599395	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZBTB18	LUAD_HC_TF	TESTED	CIS-BP2.00|000988|M08257_2.00	0.8993	-0.015500266086913671	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.1944	0.0904200599499127	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.515	0.3601719553735606	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.34193490843807484	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.6641	0.0263115547849886	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.6225	0.04501165518372498	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.9993	-0.036153817936382567	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF341	LUAD_HC_TF	TESTED	CIS-BP2.00|001017|M08310_2.00	0.4418	1.1263736482176219	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0	0.23635417770440062	TRUE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	1.0	-0.09120956832035222	FALSE
patient	TCGA-44-A47F	TCGA-44-A47F	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.5148	0.04075167830391199	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.4668	0.050591828842925	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0183	0.27347771773260465	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0002	0.20732086177753092	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.05999339805784648	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.41143420417465104	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.1782	0.6823258003905132	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.0001	0.21253466442133537	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.0177	0.1434832358884995	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	1.107801284597225	TRUE
patient	TCGA-49-AARO	TCGA-49-AARO	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0062	0.1628130165145337	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	1.0	-0.0648406846549099	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.6416	0.03719936241477704	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.1628	0.09619407732156034	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.5418	0.09502022943692763	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.4569	0.09083919895573173	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0027	0.1714409810253378	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.4952	0.04145690921838847	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.4369	0.054585791953524684	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.5076	0.4336000908514634	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.18859820786452028	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.9742	-0.03166289925064458	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.3505	0.10915484356079602	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.7961	0.004904227767264775	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.2493	2.69256498318475	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0001	0.2301066290047021	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	1.0	-0.052115355431077315	FALSE
patient	TCGA-49-AARO	TCGA-49-AARO	ZNF75D	LUAD_HC_TF	TESTED	CIS-BP2.00|000750|M07683_2.00	0.7455	0.01197706489684253	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000926|M08076_2.00	0.0412	0.13107971127255455	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0039	0.33251430338935917	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	CREB3L2	LUAD_HC_TF	TESTED	CIS-BP2.00|000117|M01812_2.00	0.054	0.12150359261230853	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.12328840812826983	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.38069399617277183	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ETV1	LUAD_HC_TF	TESTED	CIS-BP2.00|000457|M04708_2.00	0.1623	1.1795704937500973	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.0144	0.14955371607463952	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.0582	0.1222898342778964	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	0.8567880018626842	TRUE
patient	TCGA-4B-A93V	TCGA-4B-A93V	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0002	0.21407335000491498	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	1.0	-0.08143030732344254	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.9352	-0.01503643715147706	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0247	0.1513773740918564	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	1.0	-0.05553701061989415	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.9312	-0.0005190263349564039	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.003	0.17507167799600357	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.6714	0.031310183666145006	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	1.0	-0.04812866647931586	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.2545	0.5674582848149266	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.17787412691816745	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.11596016498114116	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.8877	0.004292903318195774	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	1.0	-0.10350861376959114	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF341	LUAD_HC_TF	TESTED	CIS-BP2.00|001017|M08310_2.00	1.0	-0.38263150888467085	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0016	0.1895437047767629	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.7821	0.021002593027210813	FALSE
patient	TCGA-4B-A93V	TCGA-4B-A93V	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.968	-0.010242852335380019	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000926|M08076_2.00	0.226	0.08197192578555336	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.4386853011548801	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	CREB3L2	LUAD_HC_TF	TESTED	CIS-BP2.00|000117|M01812_2.00	0.0312	0.13175431854841327	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.10486271555944458	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000227|M03002_2.00	0.0	0.3323048687068957	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000652|MA1966.2	0.8188	0.039882252727593104	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000890|M07960_2.00	0.023	0.13810970378702234	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000889|M07959_2.00	0.3175	0.06841999101578572	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXA3	LUAD_HC_TF	TESTED	CIS-BP2.00|000469|M04831_2.00	0.0	1.1050694427043004	TRUE
patient	TCGA-73-A9RS	TCGA-73-A9RS	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0009	0.19512498820232488	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	CIS-BP2.00|000947|M08124_2.00	1.0	-0.07813771054781438	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.9757	-0.022606844050455484	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.2656	0.08182967580040486	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	1.0	-0.09612542482144108	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.3661	0.11738584537202375	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	XBP1	LUAD_HC_TF	TESTED	CIS-BP2.00|000375|M04231_2.00	0.0064	0.3092187453228413	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.3142	0.06876629091981495	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.1552	0.10428405819475738	FALSE
